xenbase_gene_id,S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A
XB-GENE-17339783,0,0,0,19,0,0
XB-GENE-17339794,107,87,156,191,104,160
XB-GENE-17339795,0,0,0,0,0,0
XB-GENE-17339800,130,79,178,201,88,188
XB-GENE-17339832,132,105,218,181,94,186
XB-GENE-17339844,0,0,2,1,0,0
XB-GENE-17339847,0,2,0,1,1,0
XB-GENE-17339865,27,10,48,38,7,46
XB-GENE-17339866,7,4,4,16,8,22
XB-GENE-17339869,168,108,193,231,85,214
XB-GENE-17339871,172,169,307,317,181,237
XB-GENE-17339884,21,12,19,47,12,34
XB-GENE-17339917,504,388,719,746,416,700
XB-GENE-17339929,65,42,73,110,47,58
XB-GENE-17339932,25,16,30,36,15,30
XB-GENE-17339936,401,256,506,693,289,473
XB-GENE-17339939,281,184,300,574,193,390
XB-GENE-17339943,521,485,747,1115,446,795
XB-GENE-17339951,218,144,304,334,193,287
XB-GENE-17339952,1,0,0,0,0,0
XB-GENE-17339953,61,39,59,87,45,60
XB-GENE-17339957,447,374,839,801,402,688
XB-GENE-17339959,198,275,296,474,308,334
XB-GENE-17339964,37,38,34,37,35,28
XB-GENE-17339973,1,4,5,2,5,3
XB-GENE-17339986,1436,1232,1956,2081,1064,1520
XB-GENE-17339992,805,810,1358,882,742,964
XB-GENE-17340017,52,35,132,66,32,95
XB-GENE-17340021,175,191,278,259,195,204
XB-GENE-17340027,125,75,145,136,72,96
XB-GENE-17340043,237,267,382,543,211,465
XB-GENE-17340049,5,10,17,21,17,56
XB-GENE-17340062,130,77,155,222,99,171
XB-GENE-17340079,48,49,78,68,28,56
XB-GENE-17340086,84,50,82,149,58,71
XB-GENE-17340099,55,40,112,50,33,55
XB-GENE-17340121,258,201,502,351,238,301
XB-GENE-17340139,45,51,67,70,51,54
XB-GENE-17340158,1955,1512,2128,3002,1185,1873
XB-GENE-17340165,695,567,1095,1191,656,1115
XB-GENE-17340181,525,523,751,867,485,588
XB-GENE-17340188,2596,2039,3900,3859,1914,3224
XB-GENE-17340201,1003,720,2068,1584,865,1389
XB-GENE-17340211,65,33,62,93,36,43
XB-GENE-17340220,113,74,100,170,72,107
XB-GENE-17340239,0,0,2,0,0,0
XB-GENE-17340240,15,13,31,22,15,30
XB-GENE-17340253,11,9,17,31,8,17
XB-GENE-17340255,147,88,128,221,50,139
XB-GENE-17340269,86,61,156,116,60,137
XB-GENE-17340274,60,58,81,130,78,66
XB-GENE-17340304,8,8,12,8,3,4
XB-GENE-17340318,1420,950,1660,2453,862,1702
XB-GENE-17340340,187,163,297,206,192,116
XB-GENE-17340342,3,2,5,2,2,5
XB-GENE-17340362,351,383,671,710,289,612
XB-GENE-17340367,2079,1601,2572,3381,1532,3064
XB-GENE-17340370,38,26,58,54,27,42
XB-GENE-17340374,14,13,11,12,7,11
XB-GENE-17340382,18,13,29,22,12,26
XB-GENE-17340389,4,1,1,1,1,1
XB-GENE-17340390,169,133,191,223,138,180
XB-GENE-17340391,131,124,188,227,106,228
XB-GENE-17340404,3719,2544,5837,5281,2071,5765
XB-GENE-17340415,342,280,500,419,248,318
XB-GENE-17340429,679,569,924,1142,496,843
XB-GENE-17340443,234,225,466,417,225,434
XB-GENE-17340448,48,38,90,124,45,101
XB-GENE-17340458,0,0,2,9,2,26
XB-GENE-17340471,10403,8076,13755,16177,8709,16651
XB-GENE-17340475,4,0,1,1,2,4
XB-GENE-17340479,37,34,50,64,24,31
XB-GENE-17340488,296,326,520,517,303,415
XB-GENE-17340490,79,121,142,97,82,105
XB-GENE-17340497,0,0,0,0,1,0
XB-GENE-17340500,14,29,35,23,31,27
XB-GENE-17340509,0,0,4,1,1,3
XB-GENE-17340510,13,7,17,20,7,12
XB-GENE-17340512,26,24,75,41,36,104
XB-GENE-17340516,7,6,11,6,8,4
XB-GENE-17340519,0,0,0,0,0,0
XB-GENE-17340531,909,639,1052,1311,640,862
XB-GENE-17340555,4893,3763,7388,6532,3652,6444
XB-GENE-17340565,112,114,277,131,143,152
XB-GENE-17340568,2,2,3,4,7,8
XB-GENE-17340572,105,104,179,217,141,233
XB-GENE-17340606,0,0,0,0,0,1
XB-GENE-17340626,0,0,0,0,0,0
XB-GENE-17340631,1,3,0,0,2,0
XB-GENE-17340634,28,16,20,36,23,22
XB-GENE-17340653,2768,2534,4489,5367,2301,4252
XB-GENE-17340657,307,335,488,445,286,289
XB-GENE-17340658,2,1,18,2,1,1
XB-GENE-17340659,217,197,350,366,167,404
XB-GENE-17340666,3505,2942,4739,5314,3101,4187
XB-GENE-17340690,3,1,4,2,0,1
XB-GENE-17340709,110,48,113,223,68,196
XB-GENE-17340716,2,6,13,4,6,7
XB-GENE-17340719,1486,1344,2035,2443,1317,1925
XB-GENE-17340747,310,187,417,498,203,518
XB-GENE-17340751,9,5,2,3,2,8
XB-GENE-17340763,1,4,5,5,4,5
XB-GENE-17340765,116,146,395,245,165,335
XB-GENE-17340767,146,111,169,211,91,163
XB-GENE-17340768,428,311,510,526,244,459
XB-GENE-17340799,122,58,135,193,54,138
XB-GENE-17340805,0,0,0,0,0,0
XB-GENE-17340806,59,52,72,80,31,48
XB-GENE-17340816,22,22,32,46,23,41
XB-GENE-17340818,0,0,0,0,0,0
XB-GENE-17340842,50,28,81,97,38,98
XB-GENE-17340844,334,232,259,561,190,204
XB-GENE-17340858,0,2,0,2,0,0
XB-GENE-17340885,477,436,667,791,372,521
XB-GENE-17340890,3376,2066,4208,5219,2125,5064
XB-GENE-17340892,70,48,69,111,49,84
XB-GENE-17340893,230,182,279,446,176,333
XB-GENE-17340895,118,96,219,162,81,190
XB-GENE-17340904,550,465,632,862,397,497
XB-GENE-17340908,0,1,4,8,2,6
XB-GENE-17340911,248,189,194,265,137,153
XB-GENE-17340914,80,67,109,91,45,99
XB-GENE-17340930,44,43,106,61,47,86
XB-GENE-17340948,97,61,104,158,55,92
XB-GENE-17340952,259,233,331,488,209,395
XB-GENE-17340956,7,12,20,13,5,16
XB-GENE-17340961,1,1,0,1,1,1
XB-GENE-17340971,422,305,658,718,267,695
XB-GENE-17340972,861,881,1785,1241,860,1154
XB-GENE-17340977,1414,1611,3369,2358,1564,2037
XB-GENE-17340986,0,0,0,0,0,0
XB-GENE-17340990,3,2,11,5,4,6
XB-GENE-17340998,112,72,114,155,81,107
XB-GENE-17341001,1,0,0,22,2,46
XB-GENE-17341008,876,1036,1956,1408,887,1103
XB-GENE-17341051,18,1,0,20,3,0
XB-GENE-17341053,69,41,79,105,51,87
XB-GENE-17341062,7,8,23,14,7,16
XB-GENE-17341064,95,68,88,162,78,120
XB-GENE-17341085,254,144,245,259,143,202
XB-GENE-17341094,0,0,0,0,0,0
XB-GENE-17341101,0,0,0,0,0,0
XB-GENE-17341116,49,36,51,82,41,78
XB-GENE-17341123,1024,891,1245,1416,597,856
XB-GENE-17341129,353,358,233,538,316,347
XB-GENE-17341130,586,374,258,913,360,334
XB-GENE-17341138,55,37,90,79,52,71
XB-GENE-17341140,1,4,0,4,1,1
XB-GENE-17341157,57,41,101,100,43,95
XB-GENE-17341180,8,10,11,20,10,10
XB-GENE-17341189,377,295,385,707,279,396
XB-GENE-17341192,33351,18428,35271,41925,18393,37887
XB-GENE-17341197,712,421,815,938,372,809
XB-GENE-17341215,61,48,64,116,32,64
XB-GENE-17341223,122,82,189,124,73,127
XB-GENE-17341236,261,348,582,403,318,370
XB-GENE-17341241,154,109,198,207,85,124
XB-GENE-17341242,8,6,19,11,9,9
XB-GENE-17341243,134,106,165,200,104,161
XB-GENE-17341264,0,0,0,0,0,0
XB-GENE-17341270,153,158,222,271,159,179
XB-GENE-17341287,28,16,62,57,28,83
XB-GENE-17341299,399,633,883,625,451,552
XB-GENE-17341301,0,0,0,0,0,0
XB-GENE-17341302,9,4,24,18,9,23
XB-GENE-17341311,133,104,152,278,83,137
XB-GENE-17341318,244,123,178,333,136,133
XB-GENE-17341330,13,7,15,18,5,13
XB-GENE-17341341,41,29,36,76,25,35
XB-GENE-17341390,194,90,171,369,109,333
XB-GENE-17341394,12,15,23,23,14,18
XB-GENE-17341420,601,412,528,1066,415,698
XB-GENE-17341422,0,1,1,4,1,3
XB-GENE-17341424,0,0,0,0,1,0
XB-GENE-17341435,7,6,16,20,9,13
XB-GENE-17341445,259,272,454,667,288,499
XB-GENE-17341456,0,0,1,0,0,1
XB-GENE-17341465,10,5,10,14,4,7
XB-GENE-17341467,27,17,36,36,10,22
XB-GENE-17341472,122,54,119,195,62,115
XB-GENE-17341478,18,19,15,27,16,14
XB-GENE-17341490,76,49,81,128,56,96
XB-GENE-17341495,102,97,205,167,85,215
XB-GENE-17341499,984,712,864,1198,696,820
XB-GENE-17341506,8,15,30,20,12,16
XB-GENE-17341523,3,0,1,5,4,1
XB-GENE-17341540,8,11,15,12,5,9
XB-GENE-17341564,136,100,210,211,86,141
XB-GENE-17341576,16,10,11,53,42,69
XB-GENE-17341582,182,150,271,379,133,289
XB-GENE-17341589,79,64,126,123,58,92
XB-GENE-17341598,54,43,50,75,46,49
XB-GENE-17341640,101,65,102,138,58,99
XB-GENE-17341646,186,209,377,359,218,375
XB-GENE-17341657,143,103,174,192,115,167
XB-GENE-17341679,425,263,434,598,268,437
XB-GENE-17341684,201,241,333,382,191,290
XB-GENE-17341706,3,0,1,2,0,0
XB-GENE-17341723,129,61,183,156,88,166
XB-GENE-17341728,63,89,87,65,82,80
XB-GENE-17341732,151,97,191,195,81,208
XB-GENE-17341736,717,870,1203,1160,851,949
XB-GENE-17341746,466,355,614,832,300,761
XB-GENE-17341753,3532,2950,4732,4647,2628,3555
XB-GENE-17341758,26,17,60,39,26,34
XB-GENE-17341763,229,158,240,309,162,223
XB-GENE-17341777,210,128,209,347,132,237
XB-GENE-17341778,363,229,515,581,191,522
XB-GENE-17341802,60,42,74,94,46,90
XB-GENE-17341803,30,39,91,61,52,75
XB-GENE-17341804,68,53,82,96,30,64
XB-GENE-17341809,119,147,147,237,101,122
XB-GENE-17341811,13,24,19,13,14,23
XB-GENE-17341812,2400,2991,7576,2908,3427,3853
XB-GENE-17341844,0,0,0,1,1,2
XB-GENE-17341853,1,1,1,0,0,0
XB-GENE-17341857,1,0,0,0,0,1
XB-GENE-17341865,6,7,23,11,7,17
XB-GENE-17341884,284,188,426,452,178,407
XB-GENE-17341887,224,132,384,311,148,330
XB-GENE-17341908,311,179,381,442,186,324
XB-GENE-17341910,53,40,56,83,29,41
XB-GENE-17341921,162,195,508,158,168,289
XB-GENE-17341930,69,58,118,141,46,105
XB-GENE-17341933,777,656,1248,1296,696,1131
XB-GENE-17341940,150,147,237,248,154,191
XB-GENE-17341945,1421,617,1314,1951,661,1793
XB-GENE-17341967,24,18,24,29,18,20
XB-GENE-17341970,697,440,920,968,410,781
XB-GENE-17341979,232,148,387,452,152,527
XB-GENE-17341989,711,684,1193,1241,598,1164
XB-GENE-17341991,101,56,182,152,70,170
XB-GENE-17341994,171,107,219,272,84,242
XB-GENE-17342000,193,120,223,292,144,297
XB-GENE-17342009,25,14,32,27,11,37
XB-GENE-17342025,110,96,205,164,111,147
XB-GENE-17342029,5,2,4,9,1,2
XB-GENE-17342063,565,495,937,804,412,813
XB-GENE-17342064,156,148,253,275,141,208
XB-GENE-17342068,203,28,89,201,27,45
XB-GENE-17342071,182,184,377,324,156,245
XB-GENE-17342092,91,40,96,97,39,88
XB-GENE-17342099,166,102,87,239,104,87
XB-GENE-17342101,752,765,1452,1478,784,1343
XB-GENE-17342105,16,17,5,19,16,1
XB-GENE-17342129,1287,1062,2234,1532,834,934
XB-GENE-17342135,132,106,179,224,97,208
XB-GENE-17342156,97,99,153,139,108,129
XB-GENE-17342168,69,39,74,173,63,182
XB-GENE-17342169,49,41,58,77,42,50
XB-GENE-17342176,1484,950,2077,1755,989,1824
XB-GENE-17342178,474,404,608,718,430,775
XB-GENE-17342180,130,118,170,253,96,149
XB-GENE-17342196,43,48,61,57,24,33
XB-GENE-17342197,106,78,129,195,76,125
XB-GENE-17342203,0,1,0,1,0,0
XB-GENE-17342204,36,38,59,65,31,67
XB-GENE-17342208,3,9,14,9,3,5
XB-GENE-17342209,0,0,0,0,0,0
XB-GENE-17342210,0,0,0,0,3,0
XB-GENE-17342234,262,237,364,484,226,410
XB-GENE-17342236,505,486,858,757,422,698
XB-GENE-17342241,0,0,0,0,0,0
XB-GENE-17342250,65,50,130,96,65,74
XB-GENE-17342251,107,48,92,161,47,109
XB-GENE-17342252,41,46,57,66,23,52
XB-GENE-17342256,10,6,6,30,11,21
XB-GENE-17342268,177,110,238,227,94,151
XB-GENE-17342272,54,32,84,80,39,65
XB-GENE-17342281,6,2,1,47,25,64
XB-GENE-17342282,13,6,12,12,5,11
XB-GENE-17342291,213,186,258,486,137,371
XB-GENE-17342298,160,113,204,232,102,183
XB-GENE-17342306,56,55,109,109,67,99
XB-GENE-17342307,3707,3295,6655,5779,3623,7105
XB-GENE-17342323,2555,2026,3798,4324,1677,3320
XB-GENE-17342324,45,36,134,77,28,111
XB-GENE-17342328,5,1,8,6,1,6
XB-GENE-17342334,1,1,2,2,0,1
XB-GENE-17342339,15,10,13,20,10,12
XB-GENE-17342357,56,38,77,88,31,76
XB-GENE-17342376,67,73,98,116,41,96
XB-GENE-17342380,2,5,3,7,0,3
XB-GENE-17342409,1102,816,1491,1476,863,1003
XB-GENE-17342432,0,0,0,0,0,0
XB-GENE-17342444,86,94,331,99,70,247
XB-GENE-17342450,7,8,6,14,3,15
XB-GENE-17342475,2,3,5,3,3,5
XB-GENE-17342507,58,36,69,73,40,70
XB-GENE-17342525,246,198,356,418,223,316
XB-GENE-17342536,399,274,171,420,210,197
XB-GENE-17342556,92,31,139,180,93,361
XB-GENE-17342557,39,40,119,66,88,136
XB-GENE-17342564,89,62,105,160,49,104
XB-GENE-17342566,0,0,0,0,0,0
XB-GENE-17342582,277,117,245,421,97,343
XB-GENE-17342583,22,12,14,31,10,18
XB-GENE-17342592,3,3,31,23,3,35
XB-GENE-17342593,0,0,0,0,0,0
XB-GENE-17342600,661,388,762,1135,438,810
XB-GENE-17342612,63,45,98,73,48,51
XB-GENE-17342615,1,1,2,2,0,2
XB-GENE-17342620,102,75,177,140,84,167
XB-GENE-17342635,464,460,631,637,338,641
XB-GENE-17342638,0,0,0,0,0,0
XB-GENE-17342639,76,39,83,136,22,124
XB-GENE-17342653,9,5,15,12,4,13
XB-GENE-17342657,27,78,84,49,46,65
XB-GENE-17342678,17,30,42,30,20,30
XB-GENE-17342690,140,108,191,279,158,191
XB-GENE-17342697,6,3,14,9,8,20
XB-GENE-17342703,26,29,44,34,27,19
XB-GENE-17342705,7,4,5,14,6,7
XB-GENE-17342716,119,130,306,157,158,193
XB-GENE-17342743,13,9,49,22,4,28
XB-GENE-17342755,35,17,61,36,26,45
XB-GENE-17342767,710,409,651,1348,500,956
XB-GENE-17342769,31,21,98,44,17,60
XB-GENE-17342770,148,132,145,251,122,155
XB-GENE-17342776,247,155,238,368,154,179
XB-GENE-17342778,799,580,1189,1150,523,1157
XB-GENE-17342800,374,229,609,559,182,694
XB-GENE-17342808,9,11,13,6,8,8
XB-GENE-17342812,8,13,21,22,18,21
XB-GENE-17342814,253,195,257,497,218,398
XB-GENE-17342830,159,117,152,212,38,116
XB-GENE-17342836,921,664,1083,1371,637,882
XB-GENE-17342845,381,244,442,649,271,521
XB-GENE-17342846,3165,2983,6957,4491,3092,5113
XB-GENE-17342852,4,3,5,5,1,0
XB-GENE-17342885,178,137,359,303,117,370
XB-GENE-17342902,6,3,7,7,5,6
XB-GENE-17342907,762,595,816,1024,528,632
XB-GENE-17342909,273,205,161,321,134,150
XB-GENE-17342930,26,45,124,46,61,64
XB-GENE-17342978,24,25,35,53,18,30
XB-GENE-17343004,239,311,455,370,314,232
XB-GENE-17343015,188,167,259,358,119,225
XB-GENE-17343028,0,0,0,0,0,0
XB-GENE-17343058,6172,4099,6646,8555,3610,6333
XB-GENE-17343088,752,396,497,1228,476,915
XB-GENE-17343105,179,124,237,182,149,175
XB-GENE-17343106,552,246,598,765,241,860
XB-GENE-17343112,485,345,496,690,334,399
XB-GENE-17343114,269,189,384,392,155,264
XB-GENE-17343115,431,343,743,1004,419,759
XB-GENE-17343122,94,110,127,154,81,132
XB-GENE-17343131,66,43,87,147,47,95
XB-GENE-17343151,165,160,284,307,170,254
XB-GENE-17343152,2,3,1,2,1,0
XB-GENE-17343153,310,296,842,424,344,450
XB-GENE-17343158,455,1098,1280,553,779,997
XB-GENE-17343159,169,147,201,251,99,211
XB-GENE-17343163,49,52,71,84,39,92
XB-GENE-17343165,43,61,56,76,28,45
XB-GENE-17343187,4523,2565,2977,6730,2518,3681
XB-GENE-17343191,336,314,901,577,246,658
XB-GENE-17343201,2210,1342,2064,3154,1200,2599
XB-GENE-17343202,33,38,49,75,32,61
XB-GENE-17343226,0,2,9,2,3,12
XB-GENE-17343237,167,97,320,245,120,335
XB-GENE-17343249,20,16,36,50,16,29
XB-GENE-17343254,2424,1529,2422,3148,1253,2543
XB-GENE-17343261,77,41,153,134,61,156
XB-GENE-17343266,52,53,87,89,49,99
XB-GENE-17343271,81,63,128,97,92,125
XB-GENE-17343272,3,2,7,0,8,3
XB-GENE-17343273,3,0,2,11,8,9
XB-GENE-17343276,466,327,699,617,389,603
XB-GENE-17343279,10,6,9,17,10,13
XB-GENE-17343280,294,235,299,460,212,305
XB-GENE-17343314,15,10,17,32,11,21
XB-GENE-17343323,0,0,0,0,0,0
XB-GENE-17343329,24,11,45,35,15,16
XB-GENE-17343338,331,231,440,662,238,599
XB-GENE-17343344,70,32,76,68,39,42
XB-GENE-17343351,8,8,9,8,5,11
XB-GENE-17343352,27,21,45,35,25,40
XB-GENE-17343357,13,6,20,13,6,13
XB-GENE-17343367,104,63,110,126,52,113
XB-GENE-17343376,0,0,0,0,0,0
XB-GENE-17343377,1728,1993,3516,2385,1809,2283
XB-GENE-17343382,46,40,106,57,34,83
XB-GENE-17343389,161,102,223,218,105,171
XB-GENE-17343392,117,77,138,198,62,148
XB-GENE-17343403,204,144,204,329,139,281
XB-GENE-17343405,54,43,74,95,47,60
XB-GENE-17343409,106,115,199,168,101,169
XB-GENE-17343428,117,95,172,243,96,129
XB-GENE-17343433,10,12,19,20,7,21
XB-GENE-17343456,1006,1050,1628,1748,1107,1231
XB-GENE-17343457,233,150,336,360,129,327
XB-GENE-17343460,23,10,46,31,12,32
XB-GENE-17343474,153,128,135,226,133,174
XB-GENE-17343479,5,3,11,11,13,13
XB-GENE-17343490,21,8,18,13,0,22
XB-GENE-17343498,76,50,105,107,37,117
XB-GENE-17343505,138,135,211,223,110,180
XB-GENE-17343506,0,0,0,2,0,0
XB-GENE-17343511,16,31,28,26,20,20
XB-GENE-17343527,1,0,0,0,0,3
XB-GENE-17343529,370,321,787,520,268,839
XB-GENE-17343537,1,2,5,0,0,2
XB-GENE-17343547,0,0,0,0,1,9
XB-GENE-17343549,19,3,8,22,3,30
XB-GENE-17343550,159,118,161,187,98,114
XB-GENE-17343582,349,298,598,495,327,300
XB-GENE-17343601,357,212,346,427,196,574
XB-GENE-17343636,4,8,10,10,5,8
XB-GENE-17343645,229,159,247,414,167,336
XB-GENE-17343688,7,7,16,22,10,31
XB-GENE-17343708,101,57,152,118,89,103
XB-GENE-17343716,155,133,231,223,108,225
XB-GENE-17343734,298,269,253,304,197,130
XB-GENE-17343750,3,5,6,4,6,5
XB-GENE-17343751,157,70,158,235,85,216
XB-GENE-17343770,225,400,303,303,369,268
XB-GENE-17343774,5,1,4,9,5,14
XB-GENE-17343779,47,31,56,38,37,72
XB-GENE-17343783,361,255,439,440,304,360
XB-GENE-17343813,826,660,1060,1430,595,1035
XB-GENE-17343832,1,0,0,0,0,0
XB-GENE-17343852,784,649,1236,1007,576,870
XB-GENE-17343857,24,7,37,46,7,32
XB-GENE-17343858,337,218,402,501,243,405
XB-GENE-17343862,560,360,638,777,299,484
XB-GENE-17343866,22,23,9,33,22,10
XB-GENE-17343867,222,207,417,396,212,362
XB-GENE-17343878,1,3,1,2,0,4
XB-GENE-17343880,302,227,295,418,191,389
XB-GENE-17343913,6,3,10,7,4,6
XB-GENE-17343919,1156,1020,1750,1837,888,1409
XB-GENE-17343922,190,146,277,343,147,277
XB-GENE-17343925,734,678,1527,1237,808,1281
XB-GENE-17343935,5,3,4,14,5,5
XB-GENE-17343947,250,163,313,357,157,365
XB-GENE-17343948,36,32,91,60,29,64
XB-GENE-17343957,275,186,316,263,174,307
XB-GENE-17343963,0,0,0,1,0,0
XB-GENE-17343964,334,264,474,485,256,414
XB-GENE-17343979,50,26,32,83,19,75
XB-GENE-17343987,74,60,123,147,80,108
XB-GENE-17343998,298,233,357,385,229,373
XB-GENE-17344002,47,44,69,78,64,85
XB-GENE-17344003,2910,1634,3499,3839,1716,4085
XB-GENE-17344005,260,216,309,367,170,180
XB-GENE-17344016,116,68,136,290,77,158
XB-GENE-17344022,208,78,201,309,73,235
XB-GENE-17344030,150,126,215,232,105,192
XB-GENE-17344047,0,0,0,1,0,0
XB-GENE-17344052,65,72,116,103,86,116
XB-GENE-17344079,87,63,153,135,82,213
XB-GENE-17344125,43,16,98,75,34,104
XB-GENE-17344126,0,0,0,1,0,7
XB-GENE-17344150,31,26,37,47,16,23
XB-GENE-17344152,79,44,51,104,56,61
XB-GENE-17344157,48,40,72,72,44,83
XB-GENE-17344166,22,13,32,56,21,38
XB-GENE-17344167,220,141,211,293,140,139
XB-GENE-17344179,15,11,16,15,11,17
XB-GENE-17344181,392,352,763,1036,351,842
XB-GENE-17344201,2,0,1,14,4,6
XB-GENE-17344213,2,8,9,6,2,5
XB-GENE-17344231,83,43,57,134,40,79
XB-GENE-17344232,6,3,13,10,4,8
XB-GENE-17344262,389,243,542,531,261,553
XB-GENE-17344263,0,3,0,0,18,0
XB-GENE-17344272,259,190,437,463,193,442
XB-GENE-17344284,85,68,134,170,58,131
XB-GENE-17344291,11,2,48,19,17,59
XB-GENE-17344295,1734,1175,2123,2273,1282,1670
XB-GENE-17344335,2695,2236,3225,4684,1958,3210
XB-GENE-17344341,1,0,0,1,3,1
XB-GENE-17344349,0,0,0,0,1,0
XB-GENE-17344352,393,325,647,606,380,642
XB-GENE-17344357,14,6,26,28,13,18
XB-GENE-17344373,1744,1412,3518,2666,1446,2856
XB-GENE-17344378,4,5,13,8,10,12
XB-GENE-17344391,55,47,70,117,44,71
XB-GENE-17344393,45,31,40,74,19,22
XB-GENE-17344407,128,126,182,221,113,120
XB-GENE-17344410,581,324,605,887,342,722
XB-GENE-17344442,315,151,157,330,150,131
XB-GENE-17344443,126,76,245,166,80,235
XB-GENE-17344454,136,126,219,270,156,263
XB-GENE-17344460,5,5,10,8,4,7
XB-GENE-17344466,355,275,519,517,252,389
XB-GENE-17344468,56,56,79,90,47,65
XB-GENE-17344486,216,168,223,318,146,183
XB-GENE-17344488,0,0,0,0,0,0
XB-GENE-17344492,0,0,9,0,2,6
XB-GENE-17344507,226,230,379,314,172,279
XB-GENE-17344515,612,433,678,1266,369,784
XB-GENE-17344545,17,26,36,36,44,60
XB-GENE-17344552,141,103,189,251,88,164
XB-GENE-17344555,74,42,75,117,39,88
XB-GENE-17344569,296,196,335,393,199,280
XB-GENE-17344584,0,0,0,0,0,0
XB-GENE-17344588,2190,2772,3130,2552,2223,1849
XB-GENE-17344589,1012,776,1103,1502,691,890
XB-GENE-17344590,156,106,172,195,121,134
XB-GENE-17344593,1820,1539,3251,3486,1308,3015
XB-GENE-17344623,34,10,73,61,16,63
XB-GENE-17344630,67,51,78,131,46,115
XB-GENE-17344635,849,709,1565,1776,797,2125
XB-GENE-17344649,996,899,1272,1630,849,1036
XB-GENE-17344673,74,99,188,145,43,99
XB-GENE-17344686,101,10,10,764,293,744
XB-GENE-17344700,23,15,49,27,15,28
XB-GENE-17344708,14,17,11,32,6,17
XB-GENE-17344722,142,105,196,290,122,231
XB-GENE-17344732,15,13,16,25,11,15
XB-GENE-17344734,31,22,43,91,12,37
XB-GENE-17344741,450,353,597,740,314,561
XB-GENE-17344751,193,170,257,266,177,168
XB-GENE-17344781,187,128,243,267,172,216
XB-GENE-17344790,286,274,600,427,353,413
XB-GENE-17344824,12,5,57,19,20,73
XB-GENE-17344861,282,207,359,460,197,399
XB-GENE-17344873,0,0,0,0,0,0
XB-GENE-17344876,2262,1718,3312,2959,1582,2994
XB-GENE-17344878,21,28,52,16,44,28
XB-GENE-17344882,30,23,66,58,21,52
XB-GENE-17344894,437,258,467,478,245,440
XB-GENE-17344911,0,0,0,0,0,0
XB-GENE-17344913,0,0,0,0,1,0
XB-GENE-17344919,16,8,12,20,9,14
XB-GENE-17344921,301,258,466,505,230,483
XB-GENE-17344931,412,485,929,948,518,771
XB-GENE-17344936,205,153,336,556,183,428
XB-GENE-17344952,65,34,72,97,39,74
XB-GENE-17344954,103,72,153,82,86,99
XB-GENE-17344959,89,105,152,253,86,154
XB-GENE-17344964,14,9,32,16,7,31
XB-GENE-17345003,81,94,84,132,69,108
XB-GENE-17345014,103,99,188,183,106,179
XB-GENE-17345020,171,57,183,360,118,361
XB-GENE-17345022,1,2,1,1,1,4
XB-GENE-17345032,54,41,154,182,78,182
XB-GENE-17345034,785,769,842,914,811,762
XB-GENE-17345036,92,104,110,155,94,124
XB-GENE-17345039,14,10,13,14,10,19
XB-GENE-17345040,7,0,2,12,1,6
XB-GENE-17345045,128,133,155,240,156,176
XB-GENE-17345067,486,348,922,458,424,556
XB-GENE-17345074,20,14,17,20,11,15
XB-GENE-17345082,145,125,265,245,89,233
XB-GENE-17345084,517,382,604,878,421,504
XB-GENE-17345111,632,472,865,939,398,826
XB-GENE-17345129,201,128,292,322,118,292
XB-GENE-17345160,99,52,123,96,60,80
XB-GENE-17345172,15,10,11,19,10,16
XB-GENE-17345175,12,6,19,9,6,6
XB-GENE-17345176,3,6,10,8,7,15
XB-GENE-17345182,15,2,12,14,6,11
XB-GENE-17345185,164,178,260,269,160,201
XB-GENE-17345186,1153,1022,1856,2150,1004,1578
XB-GENE-17345209,98,111,211,173,184,271
XB-GENE-17345212,6,3,6,10,4,7
XB-GENE-17345221,1740,1872,3198,2267,1550,1774
XB-GENE-17345228,32,36,68,50,45,42
XB-GENE-17345237,141,111,182,249,142,208
XB-GENE-17345241,1,0,1,0,0,3
XB-GENE-17345254,9,11,18,12,9,25
XB-GENE-17345255,2,2,7,3,4,5
XB-GENE-17345266,25,16,20,36,22,33
XB-GENE-17345270,1,1,4,5,1,0
XB-GENE-17345271,275,172,309,342,154,350
XB-GENE-17345280,185,122,198,278,100,200
XB-GENE-17345285,0,0,2,2,0,1
XB-GENE-17345295,272,135,346,336,132,338
XB-GENE-17345296,570,293,344,1226,347,639
XB-GENE-17345369,71,55,111,108,50,93
XB-GENE-17345378,1038,747,1426,1330,796,1276
XB-GENE-17345403,95,62,85,102,68,73
XB-GENE-17345417,146,94,175,202,90,141
XB-GENE-17345432,63,48,62,91,58,50
XB-GENE-17345444,0,0,0,0,0,0
XB-GENE-17345449,256,196,551,516,175,624
XB-GENE-17345452,153,114,195,232,118,188
XB-GENE-17345473,20,19,40,38,27,44
XB-GENE-17345482,1407,978,2204,1864,941,1772
XB-GENE-17345492,0,0,0,0,0,0
XB-GENE-17345494,246,209,303,319,171,328
XB-GENE-17345511,371,353,568,684,349,499
XB-GENE-17345513,267,196,491,453,157,433
XB-GENE-17345516,57,52,80,100,58,109
XB-GENE-17345542,705,603,892,1193,636,895
XB-GENE-17345605,71,55,74,141,62,126
XB-GENE-17345613,6148,4118,12415,4458,3284,8610
XB-GENE-17345617,623,962,1034,918,734,744
XB-GENE-17345620,0,0,7,1,0,4
XB-GENE-17345632,906,602,848,1256,546,1111
